GPSS Week    Seconds of Week          X(m)              Y(m)              Z(m)           Clock(m)
2394     208436.000   -2267189.541    5009731.571    3221157.206        216.858
2394     208437.000   -2267192.486    5009734.941    3221162.289        152.439
2394     208438.000   -2267193.301    5009740.145    3221161.490        154.953
2394     208439.000   -2267192.854    5009744.277    3221157.273        155.560
2394     208440.000   -2267193.266    5009746.040    3221154.979        227.336
2394     208441.000   -2267193.386    5009746.946    3221150.600        152.149
2394     208442.000   -2267193.980    5009749.001    3221147.983        133.568
2394     208443.000   -2267193.607    5009749.679    3221143.957        140.114
2394     208444.000   -2267194.299    5009752.010    3221143.071        144.343
2394     208445.000   -2267192.738    5009753.797    3221140.055        218.380
2394     208446.000   -2267193.814    5009756.514    3221138.075        140.226
2394     208447.000   -2267193.781    5009759.838    3221134.721        147.327
2394     208448.000   -2267193.684    5009761.534    3221132.229        150.074
2394     208449.000   -2267192.996    5009761.565    3221128.352        157.203
2394     208450.000   -2267192.596    5009762.565    3221122.836        162.539
2394     208451.000   -2267191.249    5009763.119    3221118.085        240.065
2394     208452.000   -2267191.125    5009764.073    3221114.592        167.250
2394     208453.000   -2267191.224    5009765.674    3221112.388        158.978
2394     208454.000   -2267191.040    5009767.753    3221108.725        154.236
2394     208455.000   -2267189.399    5009767.470    3221104.656        149.864
2394     208456.000   -2267189.453    5009768.880    3221101.950        238.133
2394     208457.000   -2267190.727    5009770.110    3221100.916        142.600
2394     208458.000   -2267191.038    5009771.035    3221098.375        163.231
2394     208459.000   -2267190.320    5009770.897    3221095.989        167.897
2394     208460.000   -2267191.133    5009771.362    3221094.802        171.285
2394     208461.000   -2267191.002    5009769.985    3221092.942        161.453
2394     208462.000   -2267190.139    5009767.751    3221088.756        234.182
2394     208463.000   -2267189.020    5009765.706    3221084.359        147.893
2394     208464.000   -2267190.763    5009765.182    3221083.533        124.027
2394     208465.000   -2267192.197    5009765.826    3221085.423        133.901
2394     208466.000   -2267193.105    5009765.216    3221085.216        128.208
2394     208467.000   -2267192.382    5009764.618    3221082.438        129.463
2394     208468.000   -2267194.110    5009765.822    3221082.839        223.896
2394     208469.000   -2267195.085    5009766.488    3221081.913        152.086
2394     208470.000   -2267195.376    5009765.836    3221080.436        154.528
2394     208471.000   -2267196.604    5009766.464    3221080.826        149.507
2394     208472.000   -2267204.066    5009761.271    3221092.234        126.862
2394     208473.000   -2267204.726    5009760.389    3221093.083        212.224
2394     208474.000   -2267205.390    5009759.407    3221092.970        144.432
2394     208475.000   -2267205.208    5009757.575    3221091.208        146.428
2394     208476.000   -2267204.952    5009754.200    3221089.177        144.104
2394     208477.000   -2267204.923    5009753.307    3221087.588         81.656
2394     208478.000   -2267206.950    5009755.323    3221089.370         52.885
2394     208479.000   -2267209.118    5009755.898    3221090.666        119.127
2394     208480.000   -2267211.505    5009755.894    3221094.164         33.086
2394     208481.000   -2267214.092    5009758.610    3221096.736         49.384
2394     208482.000   -2267216.335    5009759.261    3221098.151         60.169
2394     208483.000   -2267216.283    5009759.462    3221096.804        105.484
2394     208484.000   -2267221.180    5009755.626    3221100.353        208.080
2394     208485.000   -2267219.654    5009705.150    3221097.479         87.185
2394     208486.000   -2267222.653    5009705.226    3221096.915         90.721
2394     208487.000   -2267223.872    5009704.762    3221095.459         99.623
2394     208488.000   -2267224.672    5009704.902    3221095.180         95.980
2394     208489.000   -2267223.696    5009701.662    3221092.268         81.281
2394     208490.000   -2267221.892    5009697.784    3221087.162        147.274
2394     208491.000   -2267219.639    5009693.956    3221083.874         82.557
2394     208492.000   -2267219.774    5009690.851    3221080.673         75.704
2394     208493.000   -2267218.566    5009689.989    3221079.234         61.644
2394     208494.000   -2267216.976    5009690.041    3221075.189         52.959
2394     208495.000   -2267215.795    5009690.731    3221071.062         52.764
2394     208496.000   -2267214.279    5009687.325    3221065.112        121.571
2394     208497.000   -2267213.921    5009683.750    3221061.137         44.105
2394     208498.000   -2267213.010    5009680.802    3221059.465         54.482
2394     208499.000   -2267214.289    5009679.980    3221058.299         76.104
2394     208500.000   -2267214.511    5009679.386    3221056.841         78.405
2394     208501.000   -2267216.031    5009678.197    3221056.211         80.308
2394     208502.000   -2267217.340    5009679.047    3221058.095         80.917
2394     208503.000   -2267216.717    5009683.483    3221054.288         82.172
2394     208504.000   -2267220.503    5009687.261    3221056.279         85.823
2394     208505.000   -2267222.382    5009690.086    3221056.763         87.946
2394     208506.000   -2267224.238    5009685.996    3221058.021         82.089
2394     208507.000   -2267225.796    5009683.660    3221059.713         88.062
2394     208508.000   -2267225.787    5009684.126    3221059.937        152.956
2394     208509.000   -2267227.002    5009685.682    3221063.614         80.763
2394     208510.000   -2267227.296    5009685.616    3221062.988         79.584
2394     208511.000   -2267227.793    5009686.953    3221063.922         64.702
2394     208512.000   -2267226.896    5009685.419    3221061.864         73.125
2394     208513.000   -2267227.244    5009685.273    3221061.681         80.836
2394     208514.000   -2267227.679    5009685.050    3221061.886        158.328
2394     208515.000   -2267227.434    5009682.744    3221063.077         83.213
2394     208516.000   -2267228.241    5009683.851    3221065.990         84.280
2394     208517.000   -2267229.093    5009682.882    3221067.626         91.909
2394     208518.000   -2267226.639    5009679.082    3221070.860         96.653
2394     208519.000   -2267223.595    5009677.707    3221072.758         98.405
2394     208520.000   -2267223.013    5009676.291    3221073.744        176.531
2394     208521.000   -2267223.854    5009676.938    3221077.520         90.079
2394     208522.000   -2267224.537    5009680.413    3221084.454         91.800
2394     208523.000   -2267225.073    5009682.335    3221089.068         93.612
2394     208524.000   -2267224.929    5009683.370    3221091.286         97.780
2394     208525.000   -2267226.605    5009684.690    3221093.003         93.273
2394     208526.000   -2267227.174    5009685.252    3221094.477        172.606
2394     208527.000   -2267227.843    5009686.640    3221096.038        105.146
2394     208528.000   -2267227.336    5009688.711    3221096.492        106.262
2394     208529.000   -2267227.829    5009688.068    3221099.079        109.699
2394     208530.000   -2267226.932    5009691.759    3221099.343        106.717
2394     208531.000   -2267227.219    5009693.508    3221098.911        105.677
2394     208532.000   -2267227.137    5009695.495    3221099.165        181.091
2394     208533.000   -2267229.177    5009696.245    3221098.924        110.055
2394     208534.000   -2267229.697    5009695.031    3221096.876        113.753
2394     208535.000   -2267229.407    5009693.494    3221092.775        109.911
2394     208536.000   -2267231.750    5009692.584    3221091.889        111.356
2394     208537.000   -2267232.553    5009689.963    3221091.468        108.679
2394     208538.000   -2267234.146    5009688.672    3221091.602        107.189
2394     208539.000   -2267234.663    5009686.861    3221090.884        183.474
2394     208540.000   -2267236.353    5009684.532    3221089.842        112.712
2394     208541.000   -2267237.146    5009682.194    3221090.740        112.677
2394     208542.000   -2267239.043    5009681.118    3221092.621        113.617
2394     208543.000   -2267241.777    5009683.731    3221093.550        113.774
2394     208544.000   -2267243.452    5009683.652    3221093.271        109.168
2394     208545.000   -2267244.596    5009682.854    3221092.027        186.585
2394     208546.000   -2267246.010    5009682.693    3221089.585        102.692
2394     208547.000   -2267245.630    5009680.627    3221087.056         95.971
2394     208548.000   -2267245.026    5009676.898    3221087.118         98.317
2394     208549.000   -2267243.224    5009676.648    3221089.716        106.325
2394     208550.000   -2267241.432    5009676.214    3221087.718        107.829
2394     208551.000   -2267241.260    5009674.871    3221084.523        102.836
2394     208552.000   -2267240.950    5009671.530    3221078.591        174.969
2394     208553.000   -2267238.538    5009670.613    3221071.475         98.187
2394     208554.000   -2267239.748    5009673.692    3221068.843         97.667
2394     208555.000   -2267242.091    5009675.344    3221065.764         92.267
2394     208556.000   -2267243.150    5009674.323    3221062.760         89.874
2394     208557.000   -2267242.936    5009673.710    3221060.869         89.744
2394     208558.000   -2267243.181    5009675.505    3221058.069        101.214
2394     208559.000   -2267241.642    5009674.952    3221054.765        183.536
2394     208560.000   -2267242.758    5009677.503    3221053.446        111.154
2394     208561.000   -2267242.493    5009679.182    3221050.658        109.665
2394     208562.000   -2267243.221    5009682.732    3221048.470        107.894
2394     208563.000   -2267243.906    5009683.022    3221044.670        105.330
2394     208564.000   -2267244.121    5009682.263    3221041.819        105.441
2394     208565.000   -2267243.234    5009680.338    3221041.699        177.877
2394     208566.000   -2267243.270    5009678.151    3221037.047         98.318
2394     208567.000   -2267243.026    5009678.795    3221034.021        101.268
2394     208568.000   -2267244.094    5009680.762    3221033.950         99.524
2394     208569.000   -2267243.691    5009679.653    3221032.157         97.671
2394     208570.000   -2267244.758    5009679.797    3221030.055         94.306
2394     208571.000   -2267247.543    5009682.211    3221028.240        174.274
2394     208572.000   -2267249.379    5009684.127    3221026.624         95.404
2394     208573.000   -2267250.471    5009685.063    3221025.955         99.764
2394     208574.000   -2267251.540    5009687.218    3221024.868        101.679
2394     208575.000   -2267252.626    5009688.249    3221023.638        100.840
2394     208576.000   -2267253.736    5009689.399    3221022.966        102.797
2394     208577.000   -2267255.312    5009690.109    3221023.265        110.447
2394     208578.000   -2267256.925    5009691.783    3221024.050        193.815
2394     208579.000   -2267257.449    5009693.241    3221023.095        116.972
2394     208580.000   -2267258.143    5009695.020    3221022.863        112.692
2394     208581.000   -2267258.264    5009697.118    3221023.477        109.108
2394     208582.000   -2267257.851    5009696.524    3221022.874        106.603
2394     208583.000   -2267230.200    5009673.142    3220980.686         61.273
2394     208584.000   -2267231.152    5009671.932    3220979.270        141.347
2394     208585.000   -2267232.823    5009672.154    3220979.827         67.203
2394     208586.000   -2267234.516    5009673.526    3220981.116         73.774
2394     208587.000   -2267236.413    5009675.007    3220982.062         77.916
2394     208588.000   -2267237.795    5009675.828    3220983.490         76.429
2394     208589.000   -2267238.992    5009677.082    3220983.179        157.090
2394     208590.000   -2267240.048    5009674.570    3220982.802         82.920
2394     208591.000   -2267242.677    5009675.057    3220982.816         84.748
2394     208592.000   -2267244.877    5009674.637    3220982.827         88.997
2394     208593.000   -2267245.749    5009674.080    3220980.600         89.982
2394     208594.000   -2267245.524    5009673.171    3220981.368         91.728
2394     208595.000   -2267245.824    5009672.067    3220981.413         85.658
2394     208596.000   -2267245.572    5009670.028    3220979.068         81.935
2394     208597.000   -2267247.633    5009667.166    3220976.237         80.218
2394     208598.000   -2267248.685    5009666.522    3220975.855         79.159
2394     208599.000   -2267248.646    5009664.958    3220973.994        151.702
2394     208600.000   -2267251.246    5009666.983    3220976.484         78.350
2394     208601.000   -2267253.322    5009669.270    3220978.198         79.576
2394     208602.000   -2267256.116    5009668.668    3220977.377         73.925
2394     208603.000   -2267258.320    5009667.866    3220976.076         69.318
2394     208604.000   -2267257.872    5009667.239    3220973.392        145.857
2394     208605.000   -2267258.669    5009667.657    3220972.785         70.436
2394     208606.000   -2267260.257    5009666.850    3220971.425         71.984
2394     208607.000   -2267261.829    5009665.962    3220969.148         72.843
2394     208608.000   -2267261.830    5009663.858    3220967.174         73.039
2394     208609.000   -2267263.141    5009662.277    3220965.799        146.228
2394     208610.000   -2267264.514    5009663.159    3220964.884         73.125
2394     208611.000   -2267265.618    5009663.824    3220964.534         75.932
2394     208612.000   -2267265.297    5009661.655    3220964.066         73.542
2394     208613.000   -2267266.012    5009660.674    3220962.410         71.037
2394     208614.000   -2267266.160    5009659.451    3220957.605        143.721
2394     208615.000   -2267268.191    5009657.538    3220955.571         68.462
2394     208616.000   -2267268.579    5009655.295    3220952.676         68.326
2394     208617.000   -2267268.125    5009652.185    3220949.395         50.850
2394     208618.000   -2267269.886    5009650.767    3220947.521         54.830
2394     208619.000   -2267267.889    5009646.877    3220941.306        123.254
2394     208620.000   -2267265.859    5009644.925    3220934.465         53.571
2394     208621.000   -2267262.765    5009641.306    3220927.966         50.770
2394     208622.000   -2267262.722    5009641.233    3220925.538         43.270
2394     208623.000   -2267263.664    5009640.756    3220921.806        115.800
2394     208624.000   -2267264.255    5009639.085    3220919.974         37.452
2394     208625.000   -2267265.465    5009639.770    3220919.242         32.923
2394     208626.000   -2267267.664    5009640.277    3220915.129         30.720
2394     208627.000   -2267271.150    5009641.449    3220913.919         33.507
2394     208628.000   -2267272.966    5009641.317    3220911.999        114.866
2394     208629.000   -2267274.619    5009640.938    3220911.105         31.887
2394     208630.000   -2267276.181    5009640.537    3220911.378         36.743
2394     208631.000   -2267277.273    5009639.566    3220911.236         36.717
2394     208632.000   -2267280.864    5009640.815    3220911.751        115.514
2394     208633.000   -2267286.954    5009644.196    3220917.326         49.220
2394     208634.000   -2267290.122    5009643.901    3220917.102         45.659
2394     208635.000   -2267292.343    5009643.415    3220916.739         46.490
2394     208636.000   -2267293.839    5009643.874    3220917.732         53.398
2394     208637.000   -2267295.231    5009642.981    3220918.190        130.321
2394     208638.000   -2267294.845    5009642.586    3220917.130         51.805
2394     208639.000   -2267294.487    5009639.413    3220915.447         48.531
2394     208640.000   -2267295.047    5009638.456    3220914.049         46.524
2394     208641.000   -2267296.966    5009637.723    3220913.743        124.263
2394     208642.000   -2267299.312    5009638.157    3220914.268         49.061
2394     208643.000   -2267300.515    5009639.174    3220913.928         48.223
2394     208644.000   -2267300.882    5009640.927    3220913.992         51.464
2394     208645.000   -2267303.455    5009641.690    3220915.270         52.893
2394     208646.000   -2267304.347    5009641.710    3220915.583        132.320
2394     208647.000   -2267303.938    5009641.430    3220914.967         49.410
2394     208648.000   -2267304.714    5009640.233    3220914.403         50.073
2394     208649.000   -2267306.863    5009639.503    3220916.054         49.433
2394     208650.000   -2267309.755    5009638.876    3220918.011        130.898
2394     208651.000   -2267311.001    5009637.570    3220918.681         52.559
2394     208652.000   -2267313.030    5009638.130    3220918.540         51.890
2394     208653.000   -2267313.476    5009636.970    3220918.361         57.595
2394     208654.000   -2267313.749    5009636.348    3220920.298        124.498
2394     208655.000   -2267314.209    5009637.404    3220922.287         48.261
2394     208656.000   -2267312.593    5009634.438    3220920.497         39.054
2394     208657.000   -2267313.605    5009632.651    3220919.248         39.403
2394     208658.000   -2267313.685    5009633.325    3220916.896         39.899
2394     208659.000   -2267311.786    5009632.688    3220915.499        122.564
2394     208660.000   -2267311.441    5009631.116    3220912.770         48.431
2394     208661.000   -2267311.424    5009631.942    3220911.444         46.916
2394     208662.000   -2267312.698    5009632.463    3220911.122         53.529
2394     208663.000   -2267312.507    5009631.986    3220911.586         51.950
2394     208664.000   -2267313.959    5009633.810    3220913.145         52.987
2394     208665.000   -2267314.996    5009637.616    3220914.700         56.093
2394     208666.000   -2267316.331    5009635.772    3220916.924         55.121
2394     208667.000   -2267317.540    5009635.929    3220917.351         56.277
2394     208668.000   -2267318.203    5009636.522    3220916.654        133.652
2394     208669.000   -2267318.310    5009636.365    3220916.702         63.787
2394     208670.000   -2267319.023    5009637.636    3220916.126         57.808
2394     208671.000   -2267319.975    5009635.587    3220915.519         55.238
2394     208672.000   -2267321.956    5009635.393    3220917.209        134.107
2394     208673.000   -2267324.014    5009634.780    3220917.437         60.155
2394     208674.000   -2267324.900    5009633.183    3220918.461         57.189
2394     208675.000   -2267324.880    5009633.475    3220918.725         60.508
2394     208676.000   -2267328.972    5009634.727    3220920.424         62.706
2394     208677.000   -2267330.882    5009635.152    3220920.184        133.483
2394     208678.000   -2267331.489    5009635.408    3220921.038         60.570
2394     208679.000   -2267331.921    5009635.370    3220920.213         55.310
2394     208680.000   -2267334.625    5009637.887    3220920.890         59.697
2394     208681.000   -2267335.311    5009635.037    3220920.316        136.953
2394     208682.000   -2267336.731    5009633.474    3220919.909         56.521
2394     208683.000   -2267338.409    5009634.910    3220920.840         56.768
2394     208684.000   -2267342.148    5009639.970    3220918.498         62.152
2394     208685.000   -2267347.498    5009640.853    3220921.289        141.877
2394     208686.000   -2267350.957    5009641.524    3220924.331         63.672
2394     208687.000   -2267355.530    5009644.256    3220926.737         62.384
2394     208688.000   -2267357.394    5009644.058    3220926.149         56.839
2394     208689.000   -2267357.394    5009645.084    3220926.347        139.249
2394     208690.000   -2267359.034    5009646.665    3220926.843         59.869
2394     208691.000   -2267365.093    5009645.464    3220932.467         71.987
2394     208692.000   -2267367.097    5009646.751    3220929.731         71.651
2394     208693.000   -2267368.254    5009646.262    3220927.969        148.856
2394     208694.000   -2267370.334    5009645.211    3220925.520         73.883
2394     208695.000   -2267372.614    5009646.344    3220925.401         72.970
2394     208696.000   -2267375.944    5009647.219    3220924.397         73.237
2394     208697.000   -2267378.862    5009647.793    3220924.400        156.920
2394     208698.000   -2267379.738    5009648.324    3220924.547         73.711
2394     208699.000   -2267381.116    5009648.047    3220923.818         54.224
2394     208700.000   -2267381.784    5009647.661    3220920.673         59.772
2394     208701.000   -2267384.925    5009647.606    3220919.138         61.631
2394     208702.000   -2267388.217    5009649.378    3220918.853        127.366
2394     208703.000   -2267390.474    5009649.745    3220918.429        -16.344
2394     208704.000   -2267392.554    5009648.449    3220916.828        -41.980
2394     208705.000   -2267394.957    5009648.030    3220914.818        -26.991
2394     208706.000   -2267397.442    5009649.063    3220912.871          8.865
2394     208707.000   -2267401.229    5009652.884    3220914.241         94.498
2394     208708.000   -2267404.295    5009653.672    3220916.136         19.835
2394     208709.000   -2267404.902    5009653.196    3220914.934         32.590
2394     208710.000   -2267406.746    5009653.158    3220914.349         48.972
2394     208711.000   -2267411.210    5009655.520    3220915.985         28.260
2394     208712.000   -2267414.887    5009658.172    3220920.193        104.523
2394     208713.000   -2267417.482    5009658.238    3220921.683         52.096
2394     208714.000   -2267419.126    5009658.160    3220922.443         60.530
2394     208715.000   -2267416.190    5009608.778    3220921.985         33.091
2394     208716.000   -2267417.132    5009608.081    3220922.508        121.929
2394     208717.000   -2267420.008    5009609.725    3220925.245         56.621
2394     208718.000   -2267421.742    5009611.913    3220926.788         62.631
2394     208719.000   -2267427.362    5009606.564    3220935.256         60.517
2394     208720.000   -2267426.571    5009604.462    3220934.559         57.798
2394     208721.000   -2267427.425    5009605.898    3220935.874        126.844
2394     208722.000   -2267428.254    5009606.495    3220937.403         52.316
2394     208723.000   -2267421.197    5009605.470    3220949.399         57.005
2394     208724.000   -2267423.550    5009604.397    3220954.271         51.524
2394     208725.000   -2267427.794    5009605.103    3220963.950         53.485
2394     208726.000   -2267429.261    5009605.066    3220969.218         61.580
2394     208727.000   -2267432.597    5009606.370    3220976.066         63.654
2394     208728.000   -2267433.097    5009608.031    3220982.320         66.895
2394     208729.000   -2267433.204    5009606.440    3220984.430         65.883
2394     208730.000   -2267433.532    5009609.234    3220983.647        143.792
2394     208731.000   -2267433.357    5009609.913    3220982.845         70.081
2394     208732.000   -2267434.191    5009611.350    3220982.675         72.135
2394     208733.000   -2267435.162    5009612.618    3220981.725         67.115
2394     208734.000   -2267437.050    5009614.758    3220983.629         69.001
2394     208735.000   -2267440.005    5009616.107    3220987.500        150.823
2394     208736.000   -2267441.781    5009616.040    3220987.606         74.801
2394     208737.000   -2267443.000    5009616.447    3220991.118         72.190
2394     208738.000   -2267444.881    5009617.390    3220991.862         69.837
2394     210830.000   -2267689.597    5009267.417    3221136.393         46.144
2394     210831.000   -2267692.185    5009278.824    3221137.284         10.989
2394     210832.000   -2267691.657    5009275.999    3221135.734          5.642
2394     210833.000   -2267689.371    5009276.343    3221138.951          6.152
2394     210834.000   -2267688.750    5009278.754    3221143.123          9.387
2394     210835.000   -2267687.607    5009281.805    3221147.856         11.267
2394     210836.000   -2267687.957    5009282.790    3221148.041          8.638
2394     210837.000   -2267688.796    5009282.717    3221147.593          9.742
2394     210838.000   -2267688.053    5009280.352    3221147.839          7.232
2394     210839.000   -2267687.525    5009279.024    3221147.481          9.730
2394     210840.000   -2267686.968    5009278.088    3221146.627         85.614
2394     210841.000   -2267685.161    5009278.182    3221148.134          9.665
2394     210842.000   -2267685.409    5009278.219    3221148.601          9.296
2394     210843.000   -2267684.529    5009278.181    3221151.902          6.707
2394     210844.000   -2267684.425    5009278.210    3221154.553          7.772
2394     210845.000   -2267683.401    5009278.494    3221157.872          8.820
2394     210846.000   -2267682.032    5009278.201    3221159.492          8.990
2394     210847.000   -2267680.662    5009276.984    3221159.986          7.300
2394     210848.000   -2267678.302    5009277.279    3221162.392          6.652
2394     210849.000   -2267678.745    5009276.299    3221162.577          7.085
2394     210850.000   -2267679.409    5009274.734    3221162.547          7.449
2394     210851.000   -2267679.724    5009272.536    3221162.140          8.841
2394     210852.000   -2267680.520    5009270.553    3221161.512          6.199
2394     210853.000   -2267679.552    5009270.844    3221163.703          7.120
2394     210854.000   -2267680.066    5009272.737    3221165.173          9.375
2394     210855.000   -2267679.582    5009272.128    3221164.892          8.509
2394     210856.000   -2267679.939    5009272.929    3221165.674          7.738
2394     210857.000   -2267680.175    5009272.497    3221167.753          9.128
2394     210858.000   -2267680.227    5009270.100    3221166.545          3.424
2394     210859.000   -2267679.891    5009272.048    3221168.458          9.040
2394     210860.000   -2267680.117    5009271.731    3221168.579          4.888
2394     210861.000   -2267680.675    5009270.255    3221168.379          3.981
2394     210862.000   -2267680.406    5009269.099    3221168.474          4.636
2394     210863.000   -2267679.777    5009268.705    3221169.753          3.513
2394     210864.000   -2267679.742    5009268.406    3221172.253          2.623
2394     210865.000   -2267679.423    5009265.361    3221170.898          2.267
2394     210866.000   -2267679.045    5009263.554    3221169.980          1.002
2394     210867.000   -2267678.998    5009262.651    3221169.195         -3.800
2394     210868.000   -2267679.561    5009264.796    3221172.549         78.523
2394     210869.000   -2267678.384    5009265.392    3221174.481          4.206
2394     210870.000   -2267677.216    5009263.979    3221175.534          4.600
2394     210871.000   -2267677.089    5009262.374    3221175.920          0.674
2394     210872.000   -2267676.853    5009261.771    3221176.097          5.085
2394     210873.000   -2267676.077    5009261.133    3221177.247          1.808
2394     210874.000   -2267675.220    5009259.592    3221176.887          0.896
2394     210875.000   -2267676.076    5009259.468    3221176.556          1.584
2394     210876.000   -2267675.625    5009257.748    3221176.532          1.849
2394     210877.000   -2267675.555    5009260.469    3221178.467          1.252
2394     210878.000   -2267675.434    5009260.969    3221179.886          5.822
2394     210879.000   -2267674.929    5009259.381    3221181.146          0.247
2394     210880.000   -2267673.694    5009260.150    3221182.028          2.453
2394     210881.000   -2267673.091    5009259.825    3221182.517          1.136
2394     210882.000   -2267672.366    5009259.259    3221182.665          4.085
2394     210883.000   -2267671.491    5009260.031    3221183.627         -0.445
2394     210884.000   -2267671.704    5009260.881    3221184.920         -7.142
2394     210885.000   -2267670.392    5009260.651    3221185.558         -1.598
2394     210886.000   -2267670.119    5009261.952    3221187.034          2.944
2394     210887.000   -2267668.622    5009261.340    3221188.611          6.725
2394     210888.000   -2267667.746    5009261.823    3221189.282          4.865
2394     210889.000   -2267667.731    5009262.317    3221190.326          3.130
2394     210890.000   -2267666.840    5009261.437    3221191.822          0.801
2394     210891.000   -2267665.720    5009261.862    3221192.630          0.555
2394     210892.000   -2267664.868    5009262.582    3221193.717          6.051
2394     210893.000   -2267663.780    5009262.913    3221195.654          7.616
2394     210894.000   -2267662.537    5009264.241    3221197.493         80.104
2394     210895.000   -2267662.457    5009266.065    3221199.443          8.403
2394     210896.000   -2267660.303    5009267.792    3221202.672         11.817
2394     210897.000   -2267659.469    5009266.839    3221201.774         15.142
2394     210898.000   -2267658.632    5009266.085    3221203.224         16.886
2394     210899.000   -2267657.597    5009265.868    3221203.781         14.297
2394     210900.000   -2267656.767    5009265.163    3221204.311         17.212
2394     210901.000   -2267655.589    5009265.073    3221205.292         16.480
2394     210902.000   -2267655.203    5009264.252    3221204.048         19.221
2394     210903.000   -2267654.423    5009263.197    3221204.184         16.901
2394     210904.000   -2267654.114    5009262.519    3221205.792         11.795
2394     210905.000   -2267652.130    5009262.783    3221208.030         10.296
2394     210906.000   -2267651.222    5009264.341    3221209.094         14.979
2394     210907.000   -2267651.051    5009264.100    3221210.122         19.012
2394     210908.000   -2267650.112    5009263.958    3221209.887         16.881
2394     210909.000   -2267649.817    5009265.508    3221210.473         17.010
2394     210910.000   -2267649.015    5009264.036    3221209.614         13.965
2394     210911.000   -2267648.756    5009263.855    3221208.254          9.981
2394     210912.000   -2267647.585    5009264.114    3221209.571         85.569
2394     210913.000   -2267646.367    5009265.095    3221210.368         10.119
2394     210914.000   -2267644.838    5009264.436    3221209.813          4.617
2394     210915.000   -2267644.437    5009264.453    3221210.711          6.230
2394     210916.000   -2267643.451    5009265.821    3221210.944          6.716
2394     210917.000   -2267642.337    5009265.493    3221211.682         10.066
2394     210918.000   -2267642.048    5009263.621    3221209.554          6.356
2394     210919.000   -2267639.530    5009264.026    3221210.198          1.514
2394     210920.000   -2267638.691    5009264.221    3221209.556         -2.831
2394     210921.000   -2267636.712    5009265.713    3221210.548         -7.024
2394     210922.000   -2267635.125    5009267.087    3221211.809          0.538
2394     210923.000   -2267634.461    5009267.770    3221211.708          4.517
2394     210924.000   -2267632.242    5009265.485    3221210.123          5.413
2394     210925.000   -2267630.787    5009264.030    3221209.418          6.584
2394     210926.000   -2267630.488    5009265.594    3221208.961         83.131
2394     210927.000   -2267629.140    5009266.033    3221209.185          4.336
2394     210928.000   -2267628.174    5009265.522    3221208.247          2.863
2394     210929.000   -2267627.410    5009266.647    3221208.822          3.075
2394     210930.000   -2267625.964    5009266.070    3221209.468          1.659
2394     210931.000   -2267625.415    5009264.942    3221209.160         -3.413
2394     210932.000   -2267625.244    5009264.944    3221208.481          4.157
2394     210933.000   -2267623.998    5009265.513    3221208.681         -3.275
2394     210934.000   -2267622.634    5009264.470    3221206.920         -4.921
2394     210935.000   -2267622.627    5009266.367    3221205.706         -0.405
2394     210936.000   -2267620.943    5009265.919    3221204.649          4.082
2394     210937.000   -2267619.493    5009265.254    3221202.813          5.181
2394     210938.000   -2267617.856    5009262.693    3221202.936          0.957
2394     210939.000   -2267616.795    5009261.999    3221202.557         -1.990
2394     210940.000   -2267615.171    5009261.994    3221201.930         73.106
2394     210941.000   -2267614.585    5009262.554    3221201.197         -0.997
2394     210942.000   -2267612.594    5009261.632    3221200.705         -4.738
2394     210943.000   -2267611.778    5009262.394    3221201.332         -2.631
2394     210944.000   -2267611.515    5009263.448    3221200.836         -2.358
2394     210945.000   -2267610.645    5009263.212    3221199.543         -2.367
2394     210946.000   -2267611.202    5009267.412    3221201.144          1.582
2394     210947.000   -2267609.657    5009267.995    3221201.495          2.285
2394     210948.000   -2267609.646    5009269.666    3221202.141          3.654
2394     210949.000   -2267610.554    5009273.472    3221201.840          5.390
2394     210950.000   -2267610.346    5009275.969    3221201.016         -0.688
2394     210951.000   -2267609.751    5009276.486    3221201.778         -3.479
2394     210952.000   -2267609.072    5009276.094    3221199.650         70.806
2394     210953.000   -2267609.303    5009277.564    3221198.730        -11.344
2394     210954.000   -2267609.129    5009278.842    3221198.997         -9.687
2394     210955.000   -2267608.383    5009280.096    3221198.838         -9.107
2394     210956.000   -2267607.833    5009280.921    3221196.771        -10.570
2394     210957.000   -2267606.661    5009284.469    3221197.592         -3.100
2394     210958.000   -2267605.849    5009286.164    3221197.069         -2.413
2394     210959.000   -2267605.898    5009287.281    3221196.539         -2.209
2394     210960.000   -2267603.940    5009286.913    3221194.651         -3.798
2394     210961.000   -2267603.235    5009287.122    3221193.602         -3.799
2394     210962.000   -2267602.118    5009287.907    3221192.669          0.483
2394     210963.000   -2267600.990    5009288.882    3221195.006          4.392
2394     210964.000   -2267601.342    5009288.191    3221192.256        -10.294
2394     210965.000   -2267646.341    5009355.603    3221195.736         52.074
2394     210966.000   -2267647.487    5009358.056    3221195.897         55.180
2394     210967.000   -2267646.718    5009358.703    3221194.565         54.852
2394     210968.000   -2267647.359    5009361.342    3221196.341         56.514
2394     210969.000   -2267649.138    5009364.868    3221197.161         55.378
2394     210970.000   -2267651.016    5009366.683    3221195.501         59.065
2394     210971.000   -2267651.904    5009368.199    3221195.626         64.876
2394     210972.000   -2267651.875    5009370.317    3221195.929         65.927
2394     210973.000   -2267651.585    5009371.452    3221196.896        140.907
2394     210974.000   -2267652.817    5009373.304    3221196.185         68.460
2394     210975.000   -2267654.619    5009372.972    3221196.425         72.012
